CREATION_DATE,Sales_Channel,Party_Name,Account_Number,Account_Name,Order_Number,Order_Line_Id,Item_Cat_New,SKU,List_Price,Total_Discount,Discount_Sub_Category_1,Discount_Sub_Category_2,Discount_Sub_Category_3,Gross_Sales,Cost_of_Goods_Sold,Other_Cost_of_Goods_Sold,Gross_Margin,Total_Units_sold,Creation_Date_Only,Creation_Time
2025-01-08 15:14:10,Sales Channel 6,Party 1741,1007680,Customer Name1559,202749100,11100502,Item Category5,SKU2390,6188,-2474.16,-2474.159912,0,0,3713.84,-1598.006,-132.76,1983.074,1,2025-01-08,15:14:10
2025-01-06 15:12:01,Sales Channel 4,Party 2249,1009672,Customer Name2100,202653514,11100503,Item Category73,SKU503,2880,0,0,0,0,2880,-1731.275,15.16,1163.885,1,2025-01-06,15:12:01
2025-02-14 08:13:11,Sales Channel 6,Party 1741,1007680,Customer Name1559,202671429,11100504,Item Category62,SKU1078,2696,-833.2,-833.2000122,0,0,1862.8,-1511.006,53.4,405.194,1,2025-02-14,08:13:11
2025-01-03 22:26:12,Sales Channel 6,Party 1741,1007680,Customer Name1559,202835561,11100505,Item Category89,SKU2112,7100,-2038.16,-2038.160034,0,0,5061.84,-3002.505,-165.72,1893.615,1,2025-01-03,22:26:12
2025-01-10 08:12:58,Sales Channel 6,Party 2009,1003971,Customer Name623,203028538,11100506,Item Category52,SKU90,1096,-368,0,-368,0,728,-482.189,-18.28,227.531,1,2025-01-10,08:12:58
2025-01-10 15:11:39,Sales Channel 6,Party 1741,1007680,Customer Name1559,202915107,11100507,Item Category25,SKU2237,2216,-793.36,-793.3599854,0,0,1422.64,-1107.88,74.52,389.28,1,2025-01-10,15:11:39
2025-01-23 22:21:27,Sales Channel 4,Party 2495,1007576,Customer Name1841,202687066,11100508,Item Category104,SKU1959,1520,0,0,0,0,1520,-915.73,-187,417.27,1,2025-01-23,22:21:27
2025-02-19 08:10:59,Sales Channel 6,Party 1741,1007680,Customer Name1559,202613890,11100509,Item Category104,SKU116,2056,-389.68,-389.6799927,0,0,1666.32,-873.584,-187,605.736,1,2025-02-19,08:10:59
2025-02-28 11:09:24,Sales Channel 4,Party 2063,1005108,Customer Name723,202445209,11100510,Item Category15,SKU1066,4156,-312,0,-312,0,3844,-1752.534,-133.64,1957.826,1,2025-02-28,11:09:24
2025-02-27 08:12:32,Sales Channel 6,Party 1741,1007680,Customer Name1559,202649639,11100511,Item Category1,SKU795,884,-15.48,-15.47999954,0,0,868.52,-582.75,133,418.77,1,2025-02-27,08:12:32
2025-01-31 22:20:18,Sales Channel 6,Party 1741,1007680,Customer Name1559,202492002,11100512,Item Category34,SKU1725,964,-292,-292,0,0,672,-393.145,-46.08,232.775,1,2025-01-31,22:20:18
2025-02-06 08:11:35,Sales Channel 6,Party 1741,1007680,Customer Name1559,202734480,11100513,Item Category102,SKU2243,2348,-555.92,-555.9199829,0,0,1792.08,-1224.834,44.28,611.526,1,2025-02-06,08:11:35
2025-02-26 22:14:28,Sales Channel 6,Party 1741,1007680,Customer Name1559,202859126,11100514,Item Category87,SKU1808,6596,-1455.56,-1455.560059,0,0,5140.44,-3205.048,-531.44,1403.952,1,2025-02-26,22:14:28
2025-01-14 22:17:07,Sales Channel 6,Party 1741,1007680,Customer Name1559,202496965,11100515,Item Category87,SKU2418,7048,-2241.64,-2241.639893,0,0,4806.36,-3296.616,-514.12,995.624,1,2025-01-14,22:17:07
2025-01-02 18:10:35,Sales Channel 6,Party 1741,1007680,Customer Name1559,202813417,11100516,Item Category34,SKU915,1656,-826.8,-826.7999878,0,0,829.2,-542.064,-62.72,224.416,1,2025-01-02,18:10:35
2025-01-22 18:17:05,Sales Channel 6,Party 1741,1007680,Customer Name1559,202997364,11100517,Item Category102,SKU1109,2352,-556,-556,0,0,1796,-1248.22,44.28,592.06,1,2025-01-22,18:17:05
2025-02-25 18:14:58,Sales Channel 4,Party 2920,1005461,Customer Name1852,203013636,11100518,Item Category92,SKU1574,3384,0,0,0,0,3384,-1243.136,-91.48,2049.384,1,2025-02-25,18:14:58
2025-01-08 15:14:10,Sales Channel 6,Party 1741,1007680,Customer Name1559,203056511,11100519,Item Category1,SKU421,948,-16.6,-16.60000038,0,0,931.4,-635.38,133,429.02,1,2025-01-08,15:14:10
2025-01-08 15:14:46,Sales Channel 4,Party 755,1012721,Customer Name1122,202450468,11100520,Item Category100,SKU1267,148,0,0,0,0,148,-77.287,-7.64,63.073,1,2025-01-08,15:14:46
2025-02-27 15:13:11,Sales Channel 6,Party 1741,1006695,Customer Name5318,202815465,11100521,Item Category57,SKU230,1152,-10.08,-20.15999985,0,0,1131.84,-1044.023,-58.64,29.177,2,2025-02-27,15:13:11
2025-02-18 18:11:16,Sales Channel 6,Party 1924,1002789,Customer Name5464,202484403,11100522,Item Category102,SKU1754,1300,-841.76,-198.8800049,-642.8800049,0,458.24,-1204.463,44.28,-701.943,1,2025-02-18,18:11:16
2025-02-14 22:20:03,Sales Channel 6,Party 1741,1007680,Customer Name1559,202641991,11100523,Item Category102,SKU1173,1404,-24.6,-24.60000038,0,0,1379.4,-1184.463,50.96,245.897,1,2025-02-14,22:20:03
2025-01-27 15:11:53,Sales Channel 6,Party 1741,1007680,Customer Name1559,202847349,11100524,Item Category102,SKU1173,1404,-24.6,-24.60000038,0,0,1379.4,-1184.463,50.96,245.897,1,2025-01-27,15:11:53
2025-01-28 22:17:40,Sales Channel 6,Party 634,1004451,Customer Name7156,202941133,11100525,Item Category112,SKU1033,3464,-810.68,-430.6799927,-380,0,2653.32,-777.38,-1875.94,0,1,2025-01-28,22:17:40
2025-02-19 18:11:52,Sales Channel 6,Party 1741,1007680,Customer Name1559,202691713,11100526,Item Category33,SKU152,2644,-624,-624,0,0,2020,-1432.433,-132.8,454.767,1,2025-02-19,18:11:52
2025-02-03 15:14:25,Sales Channel 6,Party 1741,1007680,Customer Name1559,202422744,11100527,Item Category102,SKU2243,2348,-555.92,-555.9199829,0,0,1792.08,-1224.834,44.28,611.526,1,2025-02-03,15:14:25
2025-01-15 15:13:13,Sales Channel 6,Party 1741,1007680,Customer Name1559,202632495,11100528,Item Category94,SKU2704,2808,-713.32,-713.3200073,0,0,2094.68,-1502.955,-163.44,428.285,1,2025-01-15,15:13:13
2025-02-26 22:14:28,Sales Channel 6,Party 1741,1007680,Customer Name1559,202661756,11100529,Item Category102,SKU1109,2352,-493.12,-493.1199951,0,0,1858.88,-1248.22,44.28,654.94,1,2025-02-26,22:14:28
2025-01-24 22:14:07,Sales Channel 4,Party 755,1012721,Customer Name1122,202545403,11100530,Item Category100,SKU1267,148,0,0,0,0,148,-77.287,-7.64,63.073,1,2025-01-24,22:14:07
2025-01-29 22:14:49,Sales Channel 6,Party 2611,1007530,Customer Name609,202729421,11100531,Item Category104,SKU1562,5388,-548,0,-1644,0,3744,-2641.264,-529.32,573.416,3,2025-01-29,22:14:49
2025-01-30 08:11:23,Sales Channel 6,Party 2790,1006025,Customer Name7475,202838829,11100532,Item Category104,SKU116,4472,-728,-1456,0,0,3016,-1747.168,-374,894.832,2,2025-01-30,08:11:23
2025-01-03 08:12:31,Sales Channel 6,Party 1741,1007680,Customer Name1559,202814457,11100533,Item Category25,SKU1438,1100,-19.28,-19.28000069,0,0,1080.72,-860.958,88.16,307.922,1,2025-01-03,08:12:31
2025-02-28 11:08:25,Sales Channel 4,Party 2725,1014255,Customer Name2603,202549824,11100534,Item Category94,SKU1193,2372,0,0,0,0,2372,-1200.584,-163.44,1007.976,1,2025-02-28,11:08:25
2025-02-25 22:13:15,Sales Channel 4,Party 755,1012721,Customer Name1122,202576187,11100535,Item Category25,SKU1650,1332,0,0,0,0,1332,-1201.166,72.48,203.314,1,2025-02-25,22:13:15
2025-01-30 18:12:59,Sales Channel 6,Party 1302,1014305,Customer Name463,202554063,11100536,Item Category6,SKU1653,5032,0,0,0,0,5032,-2986.157,-446.24,1599.603,1,2025-01-30,18:12:59
2025-01-28 08:16:30,Sales Channel 4,Party 3015,1007647,Customer Name6845,202587208,11100537,Item Category52,SKU354,376,0,0,0,0,376,-184.009,-46.68,145.311,1,2025-01-28,08:16:30
2025-02-25 15:16:17,Sales Channel 6,Party 847,1001461,Customer Name5900,202518215,11100538,Item Category62,SKU1350,53712,-1655.2,-18182.40039,-1680,0,33849.602,-22649.294,575.52,11775.826,12,2025-02-25,15:16:17
2025-02-07 08:12:28,Sales Channel 6,Party 1741,1007680,Customer Name1559,203028412,11100539,Item Category27,SKU2759,2768,-586.88,-586.8800049,0,0,2181.12,-1633.848,7.36,554.632,1,2025-02-07,08:12:28
2025-02-12 08:17:37,Sales Channel 4,Party 755,1002106,Customer Name5626,202771791,11100540,Item Category25,SKU1650,1332,0,0,0,0,1332,-1201.166,72.48,203.314,1,2025-02-12,08:17:37
2025-01-03 18:15:18,Sales Channel 4,Party 755,1001264,Customer Name1260,202842740,11100541,Item Category94,SKU2865,1436,0,0,0,0,1436,-1241.762,-163.44,30.798,1,2025-01-03,18:15:18
2025-01-08 22:14:55,Sales Channel 4,Party 876,1009092,Customer Name2125,202807766,11100542,Item Category62,SKU1078,2208,0,0,0,0,2208,-1511.006,53.4,750.394,1,2025-01-08,22:14:55
2025-01-03 15:16:40,Sales Channel 6,Party 1741,1007680,Customer Name1559,202663166,11100543,Item Category25,SKU500,2064,-641.36,-641.3599854,0,0,1422.64,-1039.492,74.52,457.668,1,2025-01-03,15:16:40
2025-01-15 08:26:21,Sales Channel 6,Party 3537,1001454,Customer Name7356,203008756,11100544,Item Category89,SKU2224,14396,-4103.56,-3655.560059,-448,0,10292.44,-4649.218,-261.64,5381.582,1,2025-01-15,08:26:21
2025-02-21 11:08:01,Sales Channel 4,Party 1944,1013499,Customer Name4518,202677510,11100545,Item Category34,SKU281,2032,0,0,0,0,2032,-542.13,-62.72,1427.15,1,2025-02-21,11:08:01
2025-02-28 15:18:14,Sales Channel 6,Party 1741,1007680,Customer Name1559,202710004,11100546,Item Category62,SKU476,3696,-1141.52,-1141.52002,0,0,2554.48,-1811.842,47.96,790.598,1,2025-02-28,15:18:14
2025-02-10 05:44:27,Sales Channel 6,Party 3307,1008394,Customer Name5077,202862296,11100547,Item Category122,SKU643,972,-232,0,-232,0,740,-373.36,-59.12,307.52,1,2025-02-10,05:44:27
2025-02-12 18:11:55,Sales Channel 6,Party 1741,1007680,Customer Name1559,202723129,11100548,Item Category73,SKU2337,4348,-869.96,-869.960022,0,0,3478.04,-2058.422,-10.2,1409.418,1,2025-02-12,18:11:55
2025-02-28 08:15:32,Sales Channel 6,Party 1741,1007680,Customer Name1559,203011099,11100549,Item Category60,SKU2859,3540,-274.2,-274.2000122,0,0,3265.8,-1444.342,-204.12,1617.338,1,2025-02-28,08:15:32
2025-01-23 08:12:33,Sales Channel 6,Party 2264,1010767,Customer Name5156,202421937,11100550,Item Category89,SKU2596,10876,-3188,-2480,-708,0,7688,-4759.227,-263.08,2665.693,1,2025-01-23,08:12:33
2025-01-07 22:13:27,Sales Channel 4,Party 412,1006537,Customer Name1815,202497810,11100551,Item Category25,SKU1679,1332,0,0,0,0,1332,-901.942,88.16,518.218,1,2025-01-07,22:13:27
2025-02-13 08:13:45,Sales Channel 4,Party 995,1012488,Customer Name7281,202975864,11100552,Item Category27,SKU445,17928,-320,0,-1920,0,16008,-9706.964,26.88,6327.916,6,2025-02-13,08:13:45
2025-01-09 08:33:29,Sales Channel 6,Party 634,1004451,Customer Name7156,202847795,11100553,Item Category52,SKU2834,472,-32.76,-32.75999832,0,0,439.24,-204.402,-46.68,188.158,1,2025-01-09,08:33:29
2025-01-21 18:17:38,Sales Channel 6,Party 146,1009436,Customer Name5884,202752235,11100554,Item Category63,SKU2058,3864,0,0,0,0,3864,-986.682,-77.28,2800.038,7,2025-01-21,18:17:38
2025-02-05 15:19:05,Sales Channel 4,Party 1034,1012090,Customer Name4688,202672384,11100555,Item Category27,SKU478,36388,0,0,0,0,36388,-17983.841,-153.12,18251.039,11,2025-02-05,15:19:05
2025-02-11 15:11:16,Sales Channel 6,Party 1731,1002940,Customer Name6700,202802170,11100556,Item Category25,SKU2237,3756,-796,0,0,-2388,1368,-3323.641,223.56,-1732.081,3,2025-02-11,15:11:16
2025-02-06 18:11:21,Sales Channel 4,Party 278,1005088,Customer Name2328,202725232,11100557,Item Category119,SKU2683,556,0,0,0,0,556,-244.64,-7.44,303.92,1,2025-02-06,18:11:21
2025-02-03 08:05:05,Sales Channel 6,Party 1302,1014305,Customer Name463,202794242,11100558,Item Category34,SKU1104,2544,0,0,0,0,2544,-865.179,-64.44,1614.381,1,2025-02-03,08:05:05
2025-01-10 22:13:22,Sales Channel 6,Party 1741,1007680,Customer Name1559,202968048,11100559,Item Category87,SKU1999,9692,-3922.76,-3922.76001,0,0,5769.24,-7111.484,641.16,-701.084,1,2025-01-10,22:13:22
2025-01-08 09:00:49,Sales Channel 7,Party 1908,1010641,Customer Name520,202417375,11100560,Item Category102,SKU1173,1780,0,0,0,0,1780,-1184.463,-595.537,0,1,2025-01-08,09:00:49
2025-02-27 08:12:33,Sales Channel 4,Party 2650,1003024,Customer Name4526,202968839,11100561,Item Category53,SKU2033,3440,-884,0,-884,0,2556,-1656.194,-185,714.806,1,2025-02-27,08:12:33
2025-02-12 08:18:40,Sales Channel 6,Party 1741,1007680,Customer Name1559,202966007,11100562,Item Category33,SKU2111,2388,-336.56,-336.5599976,0,0,2051.44,-1346.403,-132.8,572.237,1,2025-02-12,08:18:40
2025-02-20 08:16:06,Sales Channel 6,Party 1741,1007680,Customer Name1559,202427124,11100563,Item Category34,SKU328,1660,-708.96,-708.960022,0,0,951.04,-541.292,-57.56,352.188,1,2025-02-20,08:16:06
2025-01-27 15:11:28,Sales Channel 6,Party 1741,1007680,Customer Name1559,202551855,11100564,Item Category33,SKU1199,2812,-615.16,-615.1599731,0,0,2196.84,-1523.425,-132.8,540.615,1,2025-01-27,15:11:28
2025-02-01 15:23:00,Sales Channel 4,Party 103,1002032,Customer Name4623,202416009,11100565,Item Category10,SKU1124,1860,0,0,0,0,1860,-840.987,-80.2,938.813,1,2025-02-01,15:23:00
2025-01-27 22:23:23,Sales Channel 4,Party 1106,1007351,Customer Name951,202814547,11100566,Item Category34,SKU918,1760,0,0,0,0,1760,-839.136,-920.864,0,2,2025-01-27,22:23:23
2025-01-17 15:16:50,Sales Channel 6,Party 1741,1007680,Customer Name1559,202773488,11100567,Item Category87,SKU1612,11968,-3884,-3884,0,0,8084,-8736.102,465.44,-186.662,1,2025-01-17,15:16:50
2025-02-16 08:05:07,Sales Channel 6,Party 1684,1008815,Customer Name7213,202550829,11100568,Item Category6,SKU549,64900,-2852,0,-31372,0,33528,-34133.22,-4940.32,-5545.54,11,2025-02-16,08:05:07
2025-02-27 15:13:18,Sales Channel 6,Party 1741,1007680,Customer Name1559,202675867,11100569,Item Category33,SKU1998,3292,-552.8,-552.7999878,0,0,2739.2,-1571.923,-134.72,1032.557,1,2025-02-27,15:13:18
2025-01-11 08:19:41,Sales Channel 4,Party 3046,1003121,Customer Name141,202500661,11100570,Item Category89,SKU2323,3356,0,0,0,0,3356,-1649.193,-140.72,1566.087,1,2025-01-11,08:19:41
2025-02-17 22:19:52,Sales Channel 6,Party 1741,1007680,Customer Name1559,202901959,11100571,Item Category112,SKU1033,3392,-1395.56,-1395.560059,0,0,1996.44,-777.38,-76.04,1143.02,1,2025-02-17,22:19:52
2025-01-17 22:20:36,Sales Channel 6,Party 658,1009826,Customer Name439,202829866,11100572,Item Category43,SKU359,8956,-2203.56,-1623.560059,-580,0,6752.44,-2433.085,-106.16,4213.195,1,2025-01-17,22:20:36
2025-02-07 15:20:14,Sales Channel 4,Party 420,1009995,Customer Name797,202759332,11100573,Item Category79,SKU1550,1052,0,0,0,0,1052,-541.123,-45.64,465.237,1,2025-02-07,15:20:14
2025-01-20 08:05:24,Sales Channel 4,Party 370,1013903,Customer Name2492,202435113,11100574,Item Category53,SKU551,6680,0,0,0,0,6680,-3273.525,-370,3036.475,2,2025-01-20,08:05:24
2025-01-27 22:23:21,Sales Channel 6,Party 1741,1007680,Customer Name1559,202650747,11100575,Item Category94,SKU1233,3548,-1032.8,-1032.800049,0,0,2515.2,-1918.915,-131.76,464.525,1,2025-01-27,22:23:21
2025-01-26 11:04:14,Sales Channel 6,Party 1741,1007680,Customer Name1559,202689532,11100576,Item Category25,SKU1453,2216,-793.36,-793.3599854,0,0,1422.64,-1053.953,74.52,443.207,1,2025-01-26,11:04:14
2025-02-19 22:18:26,Sales Channel 4,Party 1537,1008779,Customer Name2644,202866979,11100577,Item Category34,SKU915,936,0,0,0,0,936,-542.064,-62.72,331.216,1,2025-02-19,22:18:26
2025-01-15 22:19:45,Sales Channel 6,Party 1741,1007680,Customer Name1559,202477084,11100578,Item Category25,SKU216,2216,-793.36,-793.3599854,0,0,1422.64,-1038.516,74.52,458.644,1,2025-01-15,22:19:45
2025-01-08 15:13:59,Sales Channel 6,Party 1629,1009515,Customer Name5718,202925556,11100579,Item Category49,SKU675,3868,-332,-332,0,0,3536,-1661.639,-205.8,1668.561,1,2025-01-08,15:13:59
2025-02-18 08:11:41,Sales Channel 4,Party 3477,1007422,Customer Name3742,202813767,11100580,Item Category52,SKU1298,840,0,0,0,0,840,-338.189,-30.76,471.051,1,2025-02-18,08:11:41
2025-02-03 22:12:58,Sales Channel 6,Party 1741,1007680,Customer Name1559,202881395,11100581,Item Category102,SKU1692,2348,-555.92,-555.9199829,0,0,1792.08,-1243.848,42.4,590.632,1,2025-02-03,22:12:58
2025-02-28 18:12:38,Sales Channel 4,Party 3476,1012474,Customer Name984,203048055,11100582,Item Category52,SKU744,612,0,0,0,0,612,-418.902,-51.64,141.458,1,2025-02-28,18:12:38
2025-01-10 08:12:58,Sales Channel 4,Party 3620,1007955,Customer Name6267,202607928,11100583,Item Category102,SKU126,10944,0,0,0,0,10944,-7166.933,305.76,4082.827,6,2025-01-10,08:12:58
2025-02-26 08:10:59,Sales Channel 6,Party 1741,1007680,Customer Name1559,202859508,11100584,Item Category115,SKU1211,4368,-371.2,-371.2000122,0,0,3996.8,-2112.321,-355.28,1529.199,1,2025-02-26,08:10:59
2025-01-22 22:15:13,Sales Channel 6,Party 1741,1007680,Customer Name1559,202613263,11100585,Item Category34,SKU1921,1508,-678.8,-678.7999878,0,0,829.2,-499.962,-62.72,266.518,1,2025-01-22,22:15:13
2025-02-12 18:12:58,Sales Channel 4,Party 1138,1009259,Customer Name6900,202945423,11100586,Item Category62,SKU1360,3856,0,0,0,0,3856,-2370.484,28.92,1514.436,1,2025-02-12,18:12:58
2025-01-21 08:10:52,Sales Channel 6,Party 1741,1007680,Customer Name1559,202911010,11100587,Item Category27,SKU1730,3216,-56.28,-56.27999878,0,0,3159.72,-1633.962,4.48,1530.238,1,2025-01-21,08:10:52
2025-01-08 22:15:33,Sales Channel 6,Party 1741,1007680,Customer Name1559,202738450,11100588,Item Category60,SKU1027,2276,-342.44,-342.4400024,0,0,1933.56,-1091.662,-216.701,625.196,1,2025-01-08,22:15:33
2025-01-29 15:15:52,Sales Channel 6,Party 1731,1012037,Customer Name4877,202949840,11100589,Item Category73,SKU1541,2412,-1542,0,0,-1542,870,-1923.434,0.52,-1052.914,1,2025-01-29,15:15:52
2025-01-16 15:17:42,Sales Channel 6,Party 1741,1007680,Customer Name1559,202433924,11100590,Item Category33,SKU2111,2388,-533.04,-533.039978,0,0,1854.96,-1346.403,-132.8,375.757,1,2025-01-16,15:17:42
2025-02-20 08:15:54,Sales Channel 4,Party 278,1006449,Customer Name6216,202426736,11100591,Item Category15,SKU441,4796,-1988,0,-1988,0,2808,-1985.195,-214.32,608.485,1,2025-02-20,08:15:54
2025-01-30 18:12:46,Sales Channel 6,Party 2611,1007530,Customer Name609,202984018,11100592,Item Category27,SKU1459,2948,-828,0,-828,0,2120,-1625.275,7.36,502.085,1,2025-01-30,18:12:46
2025-02-01 15:22:51,Sales Channel 4,Party 3320,1012855,Customer Name1651,202944187,11100593,Item Category34,SKU2242,876,0,0,0,0,876,-419.664,-54.36,401.976,1,2025-02-01,15:22:51
2025-02-13 08:13:52,Sales Channel 6,Party 1302,1002708,Customer Name3190,202805274,11100594,Item Category27,SKU612,120768,0,0,0,0,120768,-63449.53,-1829.2,55489.27,34,2025-02-13,08:13:52
2025-02-18 08:11:47,Sales Channel 6,Party 2142,1004782,Customer Name5754,202540030,11100595,Item Category15,SKU277,5436,-1131.48,-43.47999954,-1088,0,4304.52,-1925.25,-133.64,2245.63,1,2025-02-18,08:11:47
2025-01-22 18:17:05,Sales Channel 4,Party 278,1006228,Customer Name6007,203059111,11100596,Item Category87,SKU367,12156,-2526.92,-246.9199982,-2280,0,9629.08,-6906.337,467.16,3189.903,1,2025-01-22,18:17:05
2025-01-17 18:10:21,Sales Channel 6,Party 1741,1007680,Customer Name1559,202994305,11100597,Item Category15,SKU327,4700,-1815.4,-1815.400024,0,0,2884.6,-1961.354,-133.64,789.606,1,2025-01-17,18:10:21
2025-02-27 22:14:17,Sales Channel 6,Party 3563,1004417,Customer Name1999,202733715,11100598,Item Category104,SKU672,3604,-1268,-1268,0,0,2336,-1324.996,-245.68,765.324,1,2025-02-27,22:14:17
2025-01-22 15:15:21,Sales Channel 6,Party 1731,1003503,Customer Name679,202960381,11100599,Item Category87,SKU1612,35100,-6361.92,0,0,-31809.59961,3290.4,-43680.511,2327.2,-38062.911,5,2025-01-22,15:15:21
2025-01-24 15:13:54,Sales Channel 4,Party 1023,1007181,Customer Name1821,202606303,11100600,Item Category23,SKU1788,408,0,0,0,0,408,-141.52,-43.8,222.68,1,2025-01-24,15:13:54
2025-02-26 18:14:04,Sales Channel 4,Party 2305,1013822,Customer Name622,202568738,11100601,Item Category94,SKU1586,166664.4063,0,0,0,0,166664.406,-152398.751,-4830,9435.649,105,2025-02-26,18:14:04
2025-02-06 15:19:42,Sales Channel 6,Party 427,1010094,Customer Name6913,202770768,11100602,Item Category57,SKU1728,1436,0,0,0,0,1436,-991.08,-17.96,426.96,1,2025-02-06,15:19:42
2025-02-14 18:14:41,Sales Channel 6,Party 1741,1007680,Customer Name1559,202492084,11100603,Item Category102,SKU1031,4260,-1571.88,-1571.880005,0,0,2688.12,-1901.626,13.68,800.174,1,2025-02-14,18:14:41
2025-02-26 22:14:32,Sales Channel 4,Party 2009,1003149,Customer Name7134,202466139,11100604,Item Category25,SKU1111,1816,-592,0,-592,0,1224,-963.138,74.52,335.382,1,2025-02-26,22:14:32
2025-01-22 15:15:36,Sales Channel 6,Party 1741,1007680,Customer Name1559,202883873,11100605,Item Category53,SKU2326,3548,-966,-966,0,0,2582,-1755.105,-209.44,617.455,1,2025-01-22,15:15:36
2025-02-13 08:14:34,Sales Channel 4,Party 1741,1007968,Customer Name4659,202837302,11100606,Item Category57,SKU2313,324,-5.68,-5.679999828,0,0,318.32,-125.354,-16.96,176.006,1,2025-02-13,08:14:34
2025-02-13 22:12:42,Sales Channel 4,Party 755,1009831,Customer Name4856,202421359,11100607,Item Category6,SKU2820,4844,0,0,0,0,4844,-3490.975,-502.84,850.185,1,2025-02-13,22:12:42
2025-01-07 08:12:11,Sales Channel 6,Party 1741,1007680,Customer Name1559,202757517,11100608,Item Category33,SKU2111,2388,-41.8,-41.79999924,0,0,2346.2,-1346.403,-132.8,866.997,1,2025-01-07,08:12:11
2025-01-17 11:10:17,Sales Channel 6,Party 2730,1012611,Customer Name5227,202723288,11100609,Item Category34,SKU271,1000,-420,-420,0,0,580,-393.067,-46.08,140.853,1,2025-01-17,11:10:17
2025-01-29 08:12:33,Sales Channel 6,Party 1741,1007680,Customer Name1559,202424622,11100610,Item Category102,SKU2243,2348,-555.92,-555.9199829,0,0,1792.08,-1224.834,44.28,611.526,1,2025-01-29,08:12:33
2025-01-09 15:14:18,Sales Channel 6,Party 1741,1007680,Customer Name1559,202515336,11100611,Item Category102,SKU1173,1404,-24.6,-24.60000038,0,0,1379.4,-1184.463,50.96,245.897,1,2025-01-09,15:14:18
2025-01-08 08:12:38,Sales Channel 6,Party 1684,1002190,Customer Name3509,203030807,11100612,Item Category57,SKU1864,2704,0,0,0,0,2704,-592.595,-78.32,2033.085,2,2025-01-08,08:12:38
2025-02-28 08:15:29,Sales Channel 6,Party 1741,1007680,Customer Name1559,202947551,11100613,Item Category104,SKU1775,2792,-548,-548,0,0,2244,-1199.038,-193.56,851.402,1,2025-02-28,08:15:29
2025-01-13 18:09:44,Sales Channel 6,Party 1741,1007680,Customer Name1559,202575493,11100614,Item Category102,SKU1754,2056,-389.68,-389.6799927,0,0,1666.32,-1204.463,44.28,506.137,1,2025-01-13,18:09:44
2025-01-15 08:26:38,Sales Channel 6,Party 1741,1007680,Customer Name1559,202838932,11100615,Item Category27,SKU1772,2924,-569.96,-569.960022,0,0,2354.04,-1741.146,7.36,620.254,1,2025-01-15,08:26:38
2025-01-31 08:14:14,Sales Channel 6,Party 1684,1008815,Customer Name7213,202422163,11100616,Item Category53,SKU2033,48160,-1348,-2968,-15904,0,29288,-23186.709,-2590,3511.291,14,2025-01-31,08:14:14
2025-02-07 08:12:28,Sales Channel 6,Party 1741,1007680,Customer Name1559,202705986,11100617,Item Category94,SKU1841,2196,-392.16,-392.1600037,0,0,1803.84,-1123.533,-163.44,516.867,1,2025-02-07,08:12:28
2025-01-16 08:16:25,Sales Channel 6,Party 1741,1007680,Customer Name1559,202842105,11100618,Item Category122,SKU711,624,-10.92,-10.92000008,0,0,613.08,-243.079,-29.6,340.401,1,2025-01-16,08:16:25
2025-01-09 08:33:38,Sales Channel 6,Party 2009,1003971,Customer Name623,202591629,11100619,Item Category53,SKU40,4540,0,0,0,0,4540,-2025.38,-194.68,2319.94,1,2025-01-09,08:33:38
2025-02-19 08:10:52,Sales Channel 6,Party 2009,1003971,Customer Name623,203029974,11100620,Item Category87,SKU588,7128,0,0,0,0,7128,-3189.754,-543.16,3395.086,1,2025-02-19,08:10:52
2025-02-07 15:20:50,Sales Channel 6,Party 1741,1007680,Customer Name1559,203061853,11100621,Item Category25,SKU1438,1100,-19.28,-19.28000069,0,0,1080.72,-860.958,88.16,307.922,1,2025-02-07,15:20:50
2025-02-07 15:20:50,Sales Channel 6,Party 1741,1007680,Customer Name1559,202802616,11100622,Item Category102,SKU558,2496,-574.24,-574.2399902,0,0,1921.76,-1457.863,46.16,510.057,1,2025-02-07,15:20:50
2025-02-18 15:11:47,Sales Channel 6,Party 2009,1010669,Customer Name425,202569353,11100623,Item Category115,SKU1211,65160,-504,0,-7560,0,57600,-31684.813,-5329.2,20585.987,15,2025-02-18,15:11:47
2025-01-17 15:16:50,Sales Channel 6,Party 1741,1007680,Customer Name1559,202615538,11100624,Item Category33,SKU2381,2596,-564.2,-564.2000122,0,0,2031.8,-1435.05,-132.8,463.95,1,2025-01-17,15:16:50
2025-01-22 08:11:53,Sales Channel 6,Party 1741,1007680,Customer Name1559,202576213,11100625,Item Category27,SKU2629,3360,-1025.6,-1025.599976,0,0,2334.4,-1778.557,-53.8,502.043,1,2025-01-22,08:11:53
2025-01-25 08:09:34,Sales Channel 6,Party 2815,1010395,Customer Name3508,202563178,11100626,Item Category87,SKU280,19192,-2672,0,-5344,0,13848,-6932.722,-1190.4,5724.878,2,2025-01-25,08:09:34
2025-01-24 22:13:07,Sales Channel 4,Party 1023,1000242,Customer Name510,202500242,11100627,Item Category79,SKU1304,2440,0,0,0,0,2440,-806.901,-69.88,1563.219,1,2025-01-24,22:13:07
2025-02-19 18:11:45,Sales Channel 6,Party 1352,1012225,Customer Name5602,202506219,11100628,Item Category52,SKU323,636,0,0,0,0,636,-284.177,-20.04,331.783,1,2025-02-19,18:11:45
